steering angle	CTE
-0.0645745	0.0774
-0.0695778	0.0961
-0.0612612	0.1084
-0.0488624	0.1142
-0.0389543	0.1143
-0.029364	0.1093
-0.0167163	0.0987
-0.0166647	0.0889
0.00108376	0.0711
0.00292253	0.0503
-0.00578024	0.0376
-0.0717	0.0585
-0.152607	0.1275
-0.180291	0.1933
-0.13073	0.2322
-0.1435	0.2786
-0.118244	0.3104
-0.0933796	0.327
-0.0680818	0.3293
-0.045977	0.321
-0.0178125	0.2997
0.00261871	0.27
0.0850622	0.2036
0.0886462	0.1307
0.104315	0.0578
0.0671167	0.0117
0.0966684	-0.0512
0.0743094	-0.1061
0.07923	-0.1509
0.029907	-0.1745
0.0403759	-0.2
0.0193744	-0.2109
0.0146209	-0.2187
-0.0042459	-0.2169
-0.0268003	-0.2041
-0.0668188	-0.1697
-0.182462	-0.0851
-0.191405	0.001
-0.123286	0.0554
-0.164696	0.1268
-0.154554	0.1866
-0.103065	0.219
-0.123904	0.2547
-0.086344	0.2702
-0.0793226	0.281
-0.0507923	0.2775
-0.0379365	0.2677
-0.00626255	0.2436
0.0162031	0.2096
0.00567845	0.1827
0.0395354	0.139
0.0556607	0.0922
0.0612646	0.0449
0.0557859	0.0003
0.0521191	-0.0394
0.025837	-0.0625
0.0369553	-0.0911
-0.00527085	-0.0972
-0.0451895	-0.0824
-0.0973292	-0.0412
-0.10506	0.0036
-0.10001	0.0467
-0.0841129	0.0727
-0.102378	0.1066
-0.0774138	0.1256
-0.0843745	0.1472
-0.0760905	0.1648
-0.0422805	0.1633
-0.0244568	0.1526
-0.0209502	0.1409
0.00276852	0.1182
0.0128778	0.0905
-0.000280318	0.07
0.0303432	0.0381
0.0343219	0.0053
0.0136827	-0.0163
0.0373387	-0.0465
0.0358897	-0.074
0.0161248	-0.0903
0.0109854	-0.1047
-0.0546952	-0.0849
-0.0730345	-0.0582
-0.0960921	-0.0169
-0.105982	0.0228
-0.097607	0.0582
-0.0719878	0.078
-0.078135	0.1015
-0.0706788	0.1175
-0.0509556	0.1239
-0.0463298	0.127
-0.0326967	0.1229
-0.0184188	0.1121
-0.0177206	0.1017
0.00143841	0.0824
-0.00423771	0.0674
0.0116417	0.0431
0.0218456	0.0174
0.00553359	0
0.0148245	-0.025
0.0211776	-0.0476
-0.020278	-0.0477
-0.0558691	-0.0297
-0.0939428	0.0067
-0.088879	0.0424
-0.0724089	0.0642
-0.0822295	0.092
-0.080201	0.114
-0.0603514	0.125
-0.0596107	0.1354
-0.0472517	0.1383
-0.0392895	0.137
-0.0271801	0.1292
-0.0146154	0.1157
-0.0190876	0.1039
0.00256508	0.0832
0.00588906	0.0593
-0.00263163	0.0423
0.0129752	0.0163
0.0172672	-0.01
0.0095827	-0.0272
0.020378	-0.0513
0.0134501	-0.0688
-0.0383339	-0.0575
-0.0599632	-0.036
-0.0906049	-0.0006
-0.0950409	0.0337
-0.0706105	0.0544
-0.0846818	0.0806
-0.0722073	0.1007
-0.0630925	0.1139
-0.048213	0.1186
-0.0419131	0.1198
-0.0341104	0.1169
-0.0227225	0.1077
-0.0119667	0.0931
-0.0153724	0.081
0.00672045	0.06
0.0135667	0.0365
-0.00150731	0.02
0.0206461	-0.0046
0.0235493	-0.0288
0.00504259	-0.0442
0.0188128	-0.065
0.0187031	-0.0832
0.0125332	-0.0981
-0.00603586	-0.1024
-0.0714888	-0.0723
-0.155741	0.0031
-0.167685	0.0827
-0.120406	0.1322
-0.153068	0.1967
-0.140224	0.2495
-0.110014	0.2774
-0.117099	0.3067
-0.0843112	0.3182
-0.0713368	0.3232
-0.0478665	0.3143
-0.040378	0.3013
-0.00553304	0.2728
0.0201212	0.2347
0.00636588	0.2053
0.0377715	0.158
0.0175027	0.1249
0.0467687	0.0752
0.0627117	0.026
0.00530675	0.006
0.0364054	-0.0275
-0.0165479	-0.0308
-0.0243228	-0.0299
-0.0303166	-0.0261
-0.0335848	-0.0205
-0.0329762	-0.016
-0.0382248	-0.0091
-0.0383674	-0.0021
-0.0388809	0.0041
-0.0337683	0.0076
-0.0342665	0.0114
-0.0304384	0.013
-0.0297255	0.014
-0.0268934	0.0135
-0.023575	0.0114
-0.0232022	0.0089
-0.0177098	0.004
0.005258	-0.0122
0.106773	-0.0811
-0.296145	0.0828
-0.205144	0.1668
-0.133877	0.2187
-0.157318	0.2825
-0.15482	0.3317
-0.112894	0.3561
-0.111905	0.3783
-0.081981	0.3842
-0.0499741	0.3741
-0.0414877	0.3591
-0.0123944	0.3264
-0.00778741	0.2985
0.0341658	0.2498
0.014272	0.2138
0.0589999	0.1573
0.0719313	0.0992
0.0393287	0.0611
0.0689233	0.0077
0.0635496	-0.0409
0.0545367	-0.0828
0.0291903	-0.1061
0.0423857	-0.1339
0.0256691	-0.1536
0.00696783	-0.1621
0.00306343	-0.168
-0.694616	0.1861
0.363143	-0.0614
-0.171459	0.0147
-0.290358	0.1409
-0.21484	0.2295
-0.288916	0.3494
-0.261114	0.4516
-0.215675	0.5301
-0.161935	0.5669
-0.157212	0.5994
-0.109355	0.6064
-0.0801904	0.5974
-0.0307195	0.5654
0.00162277	0.5136
0.0420897	0.4463
-0.00284612	0.408
-0.0226519	0.3821
-0.0412911	0.3679
-0.0175095	0.3413
-0.00418333	0.3085
-0.0137192	0.2836
0.0198398	0.2434
0.0017065	0.215
0.0267438	0.1719
0.00596687	0.1432
0.0346122	0.1013
0.0361964	0.0613
0.0120325	0.0362
0.0361474	0.0024
0.0779288	-0.0504
-0.00560575	-0.0581
-0.378911	0.126
-0.178195	0.2061
-0.265125	0.3119
-0.219257	0.399
-0.155874	0.4455
-0.170301	0.4957
-0.119566	0.5169
-0.113313	0.5302
-0.0728687	0.5224
-0.0552035	0.5062
-0.00489676	0.4676
-0.0123955	0.4334
0.0447431	0.3732
0.0160681	0.3281
0.0689604	0.2568
0.0735962	0.1827
0.0477301	0.1335
0.0968833	0.063
0.0925232	-0.003
0.0498743	-0.0429
0.0779071	-0.0944
0.0415917	-0.1234
0.053346	-0.1579
0.0358542	-0.182
0.0133463	-0.1922
-0.0742514	-0.1544
-0.140239	-0.0748
-0.265197	0.0498
-0.280362	0.1713
-0.190597	0.2451
-0.211412	0.3378
-0.165805	0.3879
-0.183735	0.4447
-0.128418	0.4704
-0.118996	0.4897
-0.0848298	0.4903
-0.103406	0.5005
-0.180092	0.5527
-0.293723	0.6637
-0.256617	0.7533
-0.181911	0.7966
-0.182027	0.8344
-0.139309	0.8427
-0.106201	0.8312
-0.0796811	0.8084
-0.0616366	0.7748
0.00647946	0.7068
0.0561454	0.6201
0.0249223	0.5546
0.105374	0.4508
0.0556492	0.3788
0.094255	0.2816
-0.062124	0.2825
-0.240978	0.3744
-0.249709	0.4678
-0.188691	0.5237
-0.208002	0.5909
-0.149644	0.6243
-0.162476	0.6565
-0.12257	0.6662
-0.0987483	0.6631
-0.0825603	0.6497
-0.0669181	0.6282
-0.148543	0.6556
-0.232299	0.7264
-0.181265	0.7648
-0.187751	0.8015
-0.138941	0.8117
-0.110975	0.8058
-0.0881962	0.7884
-0.0399561	0.7443
-0.0431752	0.704
0.0274452	0.6306
0.00325746	0.5739
0.0771677	0.4821
0.0750113	0.3838
0.0511455	0.3172
0.0554155	0.2514
0.134871	0.1547
0.101978	0.0785
-0.0991536	0.1142
-0.269074	0.2413
-0.381711	0.4377
-0.312671	0.5622
-0.388694	0.7266
-0.371608	0.8602
-0.235088	0.9291
-0.272762	0.9972
-0.185033	1.021
-0.152621	1.0243
-0.0809184	0.9911
-0.0642499	0.9507
-0.0400274	0.9031
-0.145625	0.9099
-0.130699	0.9079
-0.108381	0.8946
-0.052519	0.8556
-0.0512433	0.8178
0.0117193	0.7469
0.000231456	0.6913
0.0802912	0.5996
0.0243141	0.5341
-0.0751612	0.5262
-0.351871	0.6526
-0.278211	0.7408
-0.264111	0.819
-0.308956	0.9138
-0.232799	0.9612
-0.232435	1.0044
-0.16715	1.0148
-0.122242	1.0032
-0.0927478	0.9784
-0.0167214	0.9188
-0.023026	0.8658
0.0582045	0.7716
0.00990561	0.7007
0.110555	0.5878
0.0612846	0.509
0.144425	0.3914
0.0678273	0.32
-0.0771547	0.3247
-0.223655	0.4015
-0.298483	0.5186
-0.225834	0.5912
-0.213023	0.6544
-0.259354	0.7314
-0.183848	0.7705
-0.184817	0.8068
-0.142665	0.8163
-0.112603	0.8094
-0.0866542	0.7911
-0.0368976	0.7453
-0.0468005	0.7036
0.0392946	0.628
0.0139625	0.5698
0.0207307	0.5062
-0.0797149	0.501
-0.0694759	0.4915
-0.0678888	0.4814
-0.0426422	0.4592
-0.0481739	0.4397
-0.011159	0.4048
-0.0329807	0.3778
2.41934e-05	0.3336
-0.0165766	0.3018
-0.0966923	0.3178
-0.167908	0.3741
-0.244128	0.4632
-0.175192	0.5162
-0.208132	0.5785
-0.147717	0.6084
-0.145276	0.6346
-0.11282	0.6398
-0.0875844	0.6303
-0.0515043	0.6009
-0.0435934	0.5713
-0.00906082	0.5145
-0.0118719	0.4694
0.0624228	0.3935
0.0195171	0.3385
0.100371	0.2539
0.0400119	0.1968
0.0861545	0.1144
0.0524152	0.062
0.0963189	-0.011
0.0706779	-0.0608
-0.0925856	-0.0266
-0.103235	0.0103
-0.141229	0.0671
-0.104404	0.1036
-0.135654	0.1528
-0.0992935	0.1814
-0.097099	0.2057
-0.113255	0.2346
-0.0874292	0.2485
-0.0849521	0.2601
-0.064899	0.2616
-0.0497494	0.2549
-0.0409701	0.2447
-0.0180163	0.222
-0.0258976	0.2065
-0.0832285	0.2197
-0.138286	0.2596
-0.126282	0.2914
-0.142682	0.3287
-0.116962	0.3522
-0.0867298	0.3594
-0.0699463	0.3577
-0.0561945	0.3488
-0.0237385	0.3251
-0.0243487	0.303
0.0144573	0.2626
0.00480762	0.2315
0.0449692	0.1812
0.0315226	0.1278
0.0178671	0.0919
0.0184886	0.0566
0.064954	0.0046
0.0334942	-0.0291
0.0544933	-0.0754
0.0545089	-0.116
0.0282665	-0.1395
0.041415	-0.1682
0.0166063	-0.1831
0.0403366	-0.2088
-0.11767	-0.1463
-0.157076	-0.073
-0.128587	-0.0221
-0.161933	0.0486
-0.116396	0.0912
-0.147687	0.1456
-0.108981	0.1755
-0.120078	0.209
-0.0965677	0.229
-0.0705383	0.2346
-0.0541986	0.2318
-0.0406348	0.2229
-0.00971168	0.2006
-0.0144985	0.1804
-0.00270695	0.157
0.025656	0.1169
0.0127243	0.0875
0.0510595	0.0419
0.0597755	-0.0044
0.0290891	-0.0345
0.0526397	-0.076
0.026451	-0.1011
0.0378897	-0.1341
0.0142162	-0.1527
0.0278169	-0.1754
0.0217795	-0.1921
0.00486854	-0.1998
0.00315826	-0.206
-0.00670361	-0.2069
-0.0139223	-0.2039
-0.0182293	-0.1992
-0.0288591	-0.1891
-0.0258381	-0.1807
0.318291	-0.3473
-2.09002	0.6717
0.49228	0.381
0.115834	0.2797
-0.183002	0.3393
-0.315046	0.4603
-0.507047	0.6618
-0.379909	0.7922
-0.474756	0.9661
-0.336549	1.0637
-0.376466	1.1746
-0.268675	1.2242
-0.247546	1.2596
-0.174156	1.2579
-0.103238	1.2202
-0.09096	1.1734
0.0213395	1.0767
0.0111345	0.9964
0.0977034	0.86
0.0737793	0.7607
0.0868494	0.658
0.215808	0.5009
0.129463	0.3956
0.199469	0.2467
0.105565	0.1543
0.182792	0.0299
0.09532	-0.0438
0.147533	-0.1373
0.118885	-0.2112
0.0618879	-0.2491
0.0702173	-0.2879
0.039077	-0.3074
0.00819289	-0.3104
-0.0144673	-0.3013
-0.0239675	-0.2875
-0.0524532	-0.2577
-0.0769353	-0.2192
-0.0661238	-0.1903
-0.102706	-0.1452
-0.0773731	-0.1148
-0.0984059	-0.0714
-0.0770526	-0.0445
-0.0983495	-0.0087
-0.0883013	0.0209
-0.0667762	0.0367
-0.0680478	0.0533
-0.0515338	0.06
-0.0458994	0.0635
-0.0365284	0.0616
-0.00770168	0.0442
-0.00153337	0.026
0.000339642	0.0038
-0.0029535	-0.0125
0.0192409	-0.0382
0.00662919	-0.0559
0.0231409	-0.0821
0.00900662	-0.0988
0.016898	-0.1221
0.00486377	-0.1363
0.019196	-0.155
0.0145381	-0.1706
0.0032596	-0.179
0.00624181	-0.1883
-0.00339257	-0.1924
-0.00510217	-0.1953
-0.0104524	-0.1953
-0.0156515	-0.1927
-0.0173078	-0.1894
-0.0247916	-0.1825
-0.0286605	-0.1738
-0.0257787	-0.1672
-0.0308658	-0.1569
-0.0273139	-0.1498
-0.0328093	-0.1393
-0.0294262	-0.1325
-0.0356094	-0.123
-0.0353946	-0.1144
-0.0333778	-0.1073
-0.0275374	-0.1035
-0.028575	-0.0993
-0.0260922	-0.0969
-0.0226548	-0.0963
-0.0210686	-0.0967
-0.0184553	-0.0986
-0.0155799	-0.1018
-0.015832	-0.1046
-0.0128159	-0.1094
-0.0106845	-0.1148
-0.0123972	-0.1185
-0.00768783	-0.1243
-0.0113572	-0.128
-0.0081542	-0.1334
-0.00825356	-0.1382
-0.011828	-0.141
-0.00145577	-0.1493
0.0518646	-0.1846
0.275872	-0.3336
0.428622	-0.5921
0.203683	-0.6831
-1.02367	-0.0608
-0.209133	0.0506
-0.179647	0.1295
-0.259133	0.2442
-0.238726	0.3524
-0.173298	0.4179
-0.206298	0.5017
-0.174605	0.5481
-0.16561	0.586
-0.1734	0.626
-0.135251	0.6447
-0.106848	0.6446
-0.0741813	0.6266
-0.0426663	0.589
-0.035207	0.5543
0.00710994	0.4904
0.00278445	0.4407
0.051077	0.3591
0.0931224	0.2709
0.0354496	0.2103
0.119465	0.1184
0.0720809	0.056
0.120542	-0.0302
0.0612376	-0.0812
0.0928441	-0.147
0.0607839	-0.2015
0.0456683	-0.231
0.0556134	-0.2649
0.0366639	-0.2858
0.0215084	-0.2982
-0.128586	-0.2257
-0.123896	-0.157
-0.20262	-0.0533
-0.13512	0.014
-0.185857	0.106
-0.147607	0.1611
-0.183118	0.2316
-0.131807	0.27
-0.139295	0.3125
-0.114471	0.3371
-0.0832525	0.3436
-0.0643263	0.3388
-0.0355694	0.3183
-0.0305348	0.2967
0.0015331	0.2549
0.0242978	0.2032
0.0145958	0.1647
0.0216586	0.1249
-0.0910066	0.1493
-0.103588	0.1809
-0.117773	0.2232
-0.101753	0.2467
-0.110462	0.2731
-0.0928468	0.2884
-0.0733555	0.2921
-0.0594907	0.2879
-0.0513888	0.279
-0.0293761	0.2576
-0.0088968	0.2271
0.0084606	0.1892
-0.00367371	0.1609
0.0311032	0.1157
0.00801853	0.0842
0.036667	0.0368
0.038399	-0.0101
0.0502081	-0.0628
-0.111023	-0.0124
-0.220994	0.0878
-0.202278	0.1865
-0.143353	0.2459
-0.193597	0.3213
-0.179421	0.381
-0.134963	0.4108
-0.120805	0.4387
-0.159532	0.4863
-0.43262	0.6981
-0.497782	0.909
-0.346041	1.0307
-0.410045	1.1714
-0.345365	1.2634
-0.241033	1.2966
-0.196088	1.3033
-0.140213	1.2811
-0.0633856	1.2125
0.0393349	1.1062
-0.0133353	1.0193
-0.129696	1.0071
-0.279148	1.0802
-0.344897	1.1719
-0.250395	1.2166
-0.239594	1.2509
-0.181178	1.2523
-0.120071	1.2244
-0.110789	1.1868
-0.345195	1.2758
-0.551631	1.4593
-0.732018	1.7187
-0.634839	1.924
-0.432912	2.023
-0.44187	2.1083
-0.305422	2.1225
-0.228717	2.0933
-0.0846486	1.9968
0.0289978	1.8437
-0.0270451	1.7171
-0.0663497	1.6208
-0.274207	1.6466
-0.237829	1.6526
-0.204876	1.6425
-0.131746	1.5962
-0.129204	1.5457
-0.0171217	1.4451
0.0405153	1.3173
-0.00518761	1.2203
-0.0415943	1.1534
-0.229113	1.1914
-0.284027	1.2469
-0.242026	1.2821
-0.197938	1.2895
-0.157903	1.2756
-0.139294	1.2502
-0.0711324	1.1902
-0.0627229	1.1363
0.0347942	1.0384
0.0619755	0.9226
0.0651585	0.8255
-0.259384	0.8837
-0.289518	0.9506
-0.328244	1.0356
-0.257625	1.0773
-0.242608	1.112
-0.175513	1.1164
-0.121173	1.0959
-0.0496318	1.0448
-0.00140604	0.9671
-0.0351527	0.9033
0.0632368	0.7952
0.0849578	0.6875
0.0113734	0.6291
0.0611156	0.5421
0.0155739	0.4831
0.0856037	0.3952
0.0435444	0.3373
0.0939675	0.2548
0.0709286	0.1782
0.0388561	0.1316
0.0678863	0.0697
0.0603529	0.0167
0.0276695	-0.0131
-0.543488	0.2689
0.273621	0.0922
-0.119693	0.1258
-0.242548	0.2266
-0.214198	0.2974
-0.26274	0.3927
-0.197235	0.4468
-0.236092	0.5095
-0.157606	0.5384
-0.144188	0.5606
-0.105634	0.5618
-0.0630066	0.5448
-0.0534082	0.5218
0.00309437	0.473
0.0433212	0.4089
0.0241319	0.3598
0.0922724	0.2814
0.0548151	0.2271
0.117445	0.1468
0.0557018	0.0949
0.103854	0.0233
0.0600968	-0.0201
0.0876749	-0.0768
0.0778146	-0.123
0.0230544	-0.1475
0.0333861	-0.1738
0.00732321	-0.1852
0.00221389	-0.1938
-0.0147156	-0.1945
-0.0264865	-0.1889
-0.0390366	-0.177
-0.0422331	-0.1663
-0.0568719	-0.1478
-0.0502077	-0.1344
-0.0648084	-0.1142
-0.0653817	-0.0947
-0.0351666	-0.091
-0.0670634	-0.0732
-0.0753673	-0.0495
-0.0685989	-0.0313
-0.0505671	-0.0222
-0.0535874	-0.0134
-0.042717	-0.0106
-0.0363543	-0.011
-0.0307633	-0.0142
-0.0198302	-0.0229
-0.0196918	-0.0311
-0.00309016	-0.0462
0.00601159	-0.0641
-0.00255077	-0.0771
0.0138962	-0.0969
0.00203288	-0.1102
0.010724	-0.1292
0.000856778	-0.1412
0.00841258	-0.1576
0.000978971	-0.1674
0.00908548	-0.18
-0.00395364	-0.1871
0.00142752	-0.1952
-0.0077828	-0.199
-0.00787464	-0.2025
-0.0129827	-0.2034
-0.0164679	-0.2027
-0.0182722	-0.2012
-0.0203881	-0.1987
0.0680674	-0.2427
0.00891733	-0.2539
0.30597	-0.4027
0.217958	-0.4992
0.301229	-0.6252
0.167072	-0.6944
0.203852	-0.7709
0.122081	-0.8048
0.110032	-0.8301
0.0584961	-0.8307
0.0114127	-0.8099
0.125105	-0.8424
0.414748	-1.0182
0.288628	-1.1249
0.284628	-1.2139
0.318713	-1.3128
0.209011	-1.3554
0.189001	-1.3895
0.129236	-1.3927
0.0611523	-1.3642
0.0352999	-1.3247
-0.063386	-1.24
-0.0464159	-1.1689
-0.138665	-1.048
-0.0557958	-0.9823
0.183876	-1.0418
0.559641	-1.2634
0.408118	-1.4023
0.515033	-1.5784
0.446136	-1.7068
0.290715	-1.7652
0.233479	-1.7995
0.182327	-1.8049
0.386964	-1.9019
0.539305	-2.0628
0.578993	-2.2252
0.599754	-2.4106
0.421688	-2.4917
0.369106	-2.5438
0.23564	-2.5345
0.0909989	-2.4598
0.0630398	-2.3728
-0.0995351	-2.2207
0.125603	-2.1742
0.373208	-2.2535
0.338713	-2.3086
0.314429	-2.35
0.21004	-2.3379
0.164716	-2.3003
0.0468756	-2.2046
0.0619029	-2.1167
-0.097632	-1.9568
-0.048366	-1.8337
-0.202231	-1.6343
-0.186728	-1.4602
0.0254308	-1.4041
-0.00140165	-1.3372
0.0037402	-1.2675
0.0262979	-1.2178
-0.0500715	-1.1395
0.00772624	-1.0843
-0.0610444	-1
-0.0932768	-0.9133
-0.0268848	-0.8551
0.0284906	-0.8363
0.113655	-0.8661
0.147811	-0.9094
0.141678	-0.9454
0.106936	-0.9622
0.100661	-0.9742
0.0777237	-0.9735
0.053255	-0.9593
0.0465246	-0.9412
0.0220714	-0.9112
0.0559947	-0.9031
0.0716451	-0.9034
0.0596171	-0.8974
0.0356463	-0.8767
0.0272397	-0.8553
-0.0178913	-0.8128
-0.0330919	-0.759
-0.0230254	-0.7182
-0.0807308	-0.6519
-0.0486348	-0.6049
-0.102906	-0.5335
-0.0936211	-0.4618
-0.0600247	-0.4154
-0.106673	-0.3497
-0.0579124	-0.3085
-0.0926398	-0.2525
-0.098498	-0.2031
-0.0645902	-0.1743
-0.0703058	-0.14
-0.0428043	-0.1246
-0.0412339	-0.1122
-0.0264193	-0.1084
-0.0199655	-0.1083
-0.00962688	-0.1138
-0.0065248	-0.1201
0.00619561	-0.1324
0.0021666	-0.142
0.0128481	-0.1574
0.00467755	-0.1679
0.0126857	-0.1833
0.00521997	-0.1929
0.0127691	-0.206
0.0128981	-0.2171
0.00370706	-0.2231
0.00309098	-0.2295
1.10029e-05	-0.2328
-0.00444862	-0.2333
-0.105789	-0.1808
-0.085339	-0.137
-0.13833	-0.0728
-0.0953536	-0.0327
-0.124936	0.0201
-0.121929	0.0638
-0.0814227	0.0872
-0.0915121	0.1123
-0.0648551	0.1226
-0.0571054	0.1288
-0.043925	0.1271
-0.0273022	0.1165
-0.0255731	0.1046
-0.0179884	0.0896
-0.000235559	0.0618
0.0198967	0.0289
0.0106406	0.005
0.0420365	-0.0319
0.0181387	-0.0568
0.0421239	-0.0923
0.0229917	-0.1146
0.0213532	-0.1352
0.0384691	-0.1629
0.0164824	-0.179
0.0281641	-0.1987
0.0109582	-0.2088
0.0121204	-0.2191
9.20693e-05	-0.223
-0.00618539	-0.2231
0.0207385	-0.2371
-0.287366	-0.0904
-0.232911	0.0306
-0.334192	0.2011
-0.251807	0.3043
-0.313794	0.4364
-0.207563	0.5088
-0.243373	0.5899
-0.161599	0.6263
-0.145303	0.6486
-0.122047	0.6575
-0.0769724	0.639
-0.0605905	0.6124
-0.00762702	0.5558
-0.11161	0.5639
-0.293575	0.6721
-0.328378	0.7876
-0.232996	0.8501
-0.246925	0.9138
-0.178286	0.9371
-0.151293	0.9438
-0.115501	0.9302
-0.0519816	0.8858
-0.00314486	0.8149
0.052449	0.7226
0.00923041	0.6523
0.0942653	0.5395
0.0969491	0.4195
0.0812142	0.3382
0.158323	0.2187
0.0799493	0.1416
-0.0548017	0.1448
-0.360891	0.3181
-0.870967	0.7372
-0.661534	1.0184
-0.670223	1.2871
-0.89144	1.656
-0.627519	1.873
-0.659753	2.1451
-0.557651	2.2873
-0.592527	2.435
-0.42004	2.4885
-0.338813	2.4977
-0.245015	2.4587
-0.0785228	2.3409
-0.0652935	2.2266
0.139226	2.0201
0.240561	1.7815
0.197669	1.5176
0.262848	1.247
0.146408	1.0676
0.2053	0.8924
0.394251	0.6369
0.141069	0.5168
-0.248904	0.591
-0.772671	0.9276
-0.71951	1.1826
-0.707258	1.4327
-0.982101	1.7881
-0.692923	2.0052
-0.821969	2.292
-0.642962	2.4513
-0.711463	2.6315
-0.501003	2.7084
-0.429827	2.7512
-0.317391	2.7327
-0.172679	2.6409
-0.131115	2.54
0.0909805	2.3412
0.193843	2.0942
0.063709	1.9113
0.315947	1.626
0.186146	1.4299
0.414914	1.1404
0.314002	0.8609
0.228925	0.687
0.267098	0.507
-0.0265932	0.4704
-0.196009	0.5278
-0.256285	0.6067
-0.210747	0.6625
-0.28241	0.7401
-0.219749	0.7858
-0.243529	0.8393
-0.183169	0.864
-0.17489	0.8822
-0.137518	0.8815
-0.0969185	0.8619
-0.048997	0.8207
-0.0678771	0.7896
-0.264991	0.8553
-0.4305	1.0042
-0.344239	1.0956
-0.377869	1.1988
-0.303461	1.2586
-0.213501	1.2731
-0.151491	1.2574
-0.123123	1.2239
-0.0376102	1.1439
-0.0170288	1.0727
0.0556527	0.9458
0.0399102	0.8503
0.170328	0.6976
0.17987	0.537
0.114742	0.4303
0.224577	0.2778
0.134629	0.1815
0.190123	0.0518
0.150477	-0.0598
0.0833665	-0.1228
0.00811162	-0.1423
-0.295634	0.0116
-0.332474	0.1543
-0.500773	0.3637
-0.31068	0.4938
-0.400233	0.662
-0.303077	0.7556
-0.349697	0.864
-0.268639	0.9326
-0.187136	0.9548
-0.145468	0.9532
-0.106026	0.9309
-0.0331974	0.8698
0.0383627	0.7791
0.101719	0.6655
0.0559202	0.581
0.164264	0.4492
0.168383	0.3137
0.101615	0.2251
0.185876	0.1007
0.179421	-0.0133
0.0804363	-0.0812
0.0860599	-0.1421
-0.158713	-0.0676
-0.354522	0.1076
-0.272373	0.229
-0.367163	0.3985
-0.263894	0.5002
-0.314011	0.6292
-0.248627	0.6989
-0.28283	0.7763
-0.217008	0.8203
-0.152943	0.8299
-0.105918	0.8158
-0.0439932	0.7706
-0.0321441	0.7253
0.0541204	0.6398
0.0953615	0.5367
0.0388556	0.4617
0.128563	0.3465
0.121476	0.2292
0.15203	0.1155
0.0893847	0.0442
0.148539	-0.0627
-0.217262	0.0314
-0.207393	0.113
-0.158281	0.1689
-0.194081	0.2443
-0.143497	0.2884
-0.170371	0.343
-0.154673	0.383
-0.12442	0.4067
-0.0967041	0.4123
-0.0749217	0.4063
-0.059237	0.3902
-0.199924	0.4481
-0.193631	0.4998
-0.22054	0.5606
-0.181299	0.5982
-0.130968	0.609
-0.100462	0.604
-0.0750428	0.5876
-0.0199664	0.5458
0.0110842	0.4856
0.0443365	0.4132
-0.036832	0.3866
-0.0544028	0.3707
-0.0383205	0.3488
-0.0258263	0.3193
-0.0352124	0.2957
-0.000822835	0.2559
0.0159583	0.2109
0.0380382	0.1626
0.00682443	0.1297
-0.0605686	0.1328
-0.145049	0.1825
-0.128496	0.2155
-0.154027	0.2576
-0.135472
